"country","iso2c","iso3c","year","status","lastupdated","NY.GDP.PCAP.KD","NE.GDI.FTOT.KD.ZG","SE.SEC.ENRR","FP.CPI.TOTL.ZG","FS.AST.PRVT.GD.ZS","BX.TRF.PWKR.DT.GD.ZS","FR.INR.RINR","SL.TLF.CACT.ZS","region","capital","longitude","latitude","income","lending"
"European Union","EU","EUU",2021,"","2025-10-07",33484.6721067007,4.14970023823633,107.976928710938,2.55450699642037,88.2893728484231,0.786238647553343,NA,56.9703349506864,"Aggregates","","","","Aggregates","Aggregates"
"European Union","EU","EUU",2023,"","2025-10-07",34564.095590823,1.89446227116844,106.954109191895,6.29942487419122,78.7109257331584,0.818505703034717,NA,57.6590150843009,"Aggregates","","","","Aggregates","Aggregates"
"European Union","EU","EUU",2015,"","2025-10-07",30769.090644109,5.06719470650869,107.956428527832,-0.0616446800641597,89.0396065751618,0.788637571365736,NA,56.7031968936478,"Aggregates","","","","Aggregates","Aggregates"
"European Union","EU","EUU",2019,"","2025-10-07",33290.544331928,6.73394720899667,107.295478820801,1.63052260754342,84.7546946355143,0.805202615089417,NA,57.1495375270663,"Aggregates","","","","Aggregates","Aggregates"
"European Union","EU","EUU",2020,"","2025-10-07",31437.8963906325,-4.97032705961186,108.119239807129,0.476498852725014,92.6610855807897,0.815558892065468,NA,56.4355578067932,"Aggregates","","","","Aggregates","Aggregates"
"European Union","EU","EUU",2018,"","2025-10-07",32719.6472999741,3.67234770394896,107.554359436035,1.73860861988179,85.6982550896655,0.778171339590182,NA,57.0594040703125,"Aggregates","","","","Aggregates","Aggregates"
"European Union","EU","EUU",2016,"","2025-10-07",31305.5746438272,3.00918112597235,107.125511169434,0.183334861123829,88.2058325642285,0.782693614419004,NA,56.7842324305447,"Aggregates","","","","Aggregates","Aggregates"
"European Union","EU","EUU",2017,"","2025-10-07",32133.7302385419,4.0084325432733,107.415512084961,1.42910743319303,87.01119677193,0.790042520046335,NA,56.9803323027271,"Aggregates","","","","Aggregates","Aggregates"
"European Union","EU","EUU",2014,"","2025-10-07",30115.8058767786,2.27288019744579,108.217712402344,0.199343826570771,91.7082735649803,0.756319313079952,NA,56.7005168582454,"Aggregates","","","","Aggregates","Aggregates"
"Faroe Islands","FO","FRO",2012,"","2025-10-07",47303.8655939098,NA,NA,NA,NA,NA,NA,NA,"Europe & Central Asia","Torshavn","-6.91181","61.8926","High income","Not classified"
"Faroe Islands","FO","FRO",2022,"","2025-10-07",57829.4905587025,NA,NA,NA,NA,NA,NA,NA,"Europe & Central Asia","Torshavn","-6.91181","61.8926","High income","Not classified"
"Faroe Islands","FO","FRO",2010,"","2025-10-07",42333.5215714088,NA,NA,NA,NA,6.27811245207485,NA,NA,"Europe & Central Asia","Torshavn","-6.91181","61.8926","High income","Not classified"
"Faroe Islands","FO","FRO",2013,"","2025-10-07",50120.7530887167,NA,NA,NA,NA,NA,NA,NA,"Europe & Central Asia","Torshavn","-6.91181","61.8926","High income","Not classified"
"Faroe Islands","FO","FRO",2023,"","2025-10-07",58711.4748690929,NA,NA,NA,NA,NA,NA,NA,"Europe & Central Asia","Torshavn","-6.91181","61.8926","High income","Not classified"
"Faroe Islands","FO","FRO",2021,"","2025-10-07",56495.2991897127,NA,NA,NA,NA,NA,NA,NA,"Europe & Central Asia","Torshavn","-6.91181","61.8926","High income","Not classified"
"Faroe Islands","FO","FRO",2011,"","2025-10-07",43946.251738291,NA,NA,NA,NA,6.32195310250215,NA,NA,"Europe & Central Asia","Torshavn","-6.91181","61.8926","High income","Not classified"
"Faroe Islands","FO","FRO",2017,"","2025-10-07",53831.0294952424,NA,NA,NA,NA,NA,NA,NA,"Europe & Central Asia","Torshavn","-6.91181","61.8926","High income","Not classified"
"Faroe Islands","FO","FRO",2018,"","2025-10-07",54433.5931539501,NA,NA,NA,NA,NA,NA,NA,"Europe & Central Asia","Torshavn","-6.91181","61.8926","High income","Not classified"
"Faroe Islands","FO","FRO",2020,"","2025-10-07",54299.5934165413,NA,NA,NA,NA,NA,NA,NA,"Europe & Central Asia","Torshavn","-6.91181","61.8926","High income","Not classified"
"Faroe Islands","FO","FRO",2016,"","2025-10-07",52757.3960429144,NA,NA,NA,NA,NA,NA,NA,"Europe & Central Asia","Torshavn","-6.91181","61.8926","High income","Not classified"
"Faroe Islands","FO","FRO",2015,"","2025-10-07",52635.0375463609,NA,NA,NA,NA,NA,NA,NA,"Europe & Central Asia","Torshavn","-6.91181","61.8926","High income","Not classified"
"Faroe Islands","FO","FRO",2014,"","2025-10-07",52644.7898999399,NA,NA,NA,NA,NA,NA,NA,"Europe & Central Asia","Torshavn","-6.91181","61.8926","High income","Not classified"
"Faroe Islands","FO","FRO",2019,"","2025-10-07",56028.4173545459,NA,NA,NA,NA,NA,NA,NA,"Europe & Central Asia","Torshavn","-6.91181","61.8926","High income","Not classified"
"Fiji","FJ","FJI",2014,"","2025-10-07",4883.24300436249,NA,88.1849686883865,0.519306474579164,72.5969759825959,4.54937138341278,-5.99464055999852,58.89,"East Asia & Pacific","Suva","178.399","-18.1149","Upper middle income","Blend"
"Fiji","FJ","FJI",2011,"","2025-10-07",4375.58085420338,NA,83.9304962158203,7.27811782708494,75.3880732634198,4.24819148417907,-1.7599951856002,63.056,"East Asia & Pacific","Suva","178.399","-18.1149","Upper middle income","Blend"
"Fiji","FJ","FJI",2016,"","2025-10-07",5218.85823412744,NA,89.18202295018,3.86322538221276,84.4251449377183,5.52435657077323,3.13543085749996,57.584,"East Asia & Pacific","Suva","178.399","-18.1149","Upper middle income","Blend"
"Fiji","FJ","FJI",2017,"","2025-10-07",5500.67840152348,NA,NA,3.34757834757835,86.2066812169131,5.20667916553854,3.97454739043334,57.452,"East Asia & Pacific","Suva","178.399","-18.1149","Upper middle income","Blend"
"Fiji","FJ","FJI",2021,"","2025-10-07",4489.96060809938,NA,93.95505855048,0.155855722131513,134.439255053669,9.14360754739291,8.67345273418793,56.93,"East Asia & Pacific","Suva","178.399","-18.1149","Upper middle income","Blend"
"Fiji","FJ","FJI",2015,"","2025-10-07",5097.53106864695,NA,87.836769819804,1.37488542621438,78.7659289376831,5.38939847454469,3.17797124980529,58.238,"East Asia & Pacific","Suva","178.399","-18.1149","Upper middle income","Blend"
"Fiji","FJ","FJI",2013,"","2025-10-07",4630.35126544716,NA,NA,2.91354193604001,74.8887465351046,4.8585113044086,2.39663949675444,60.296,"East Asia & Pacific","Suva","178.399","-18.1149","Upper middle income","Blend"
"Fiji","FJ","FJI",2018,"","2025-10-07",5720.21447177107,NA,92.0806759919252,4.0814763764453,92.7963247404047,5.19690846250351,4.19184470060956,57.356,"East Asia & Pacific","Suva","178.399","-18.1149","Upper middle income","Blend"
"Fiji","FJ","FJI",2020,"","2025-10-07",4729.3813108251,NA,91.541633605957,-2.59524325887374,124.043461810834,7.15528557068374,7.78440113806647,56.733,"East Asia & Pacific","Suva","178.399","-18.1149","Upper middle income","Blend"
"Fiji","FJ","FJI",2012,"","2025-10-07",4427.97844455036,NA,82.1471405029297,3.42337523401979,76.8012555942269,4.79875401905153,3.30823157642704,61.685,"East Asia & Pacific","Suva","178.399","-18.1149","Upper middle income","Blend"
"Fiji","FJ","FJI",2022,"","2025-10-07",5362.78680848613,NA,95.3068339697491,4.52019266394958,118.580961165128,9.23286194957366,2.91260463973066,57.392,"East Asia & Pacific","Suva","178.399","-18.1149","Upper middle income","Blend"
"Fiji","FJ","FJI",2019,"","2025-10-07",5701.10435269429,NA,91.8760588497548,1.77310182460277,102.211132997857,5.26352643536288,4.41114897528046,57.37,"East Asia & Pacific","Suva","178.399","-18.1149","Upper middle income","Blend"
"Fiji","FJ","FJI",2010,"","2025-10-07",4272.35915090198,NA,NA,3.68901229670766,83.4615495494888,5.5930512336523,3.12757274415323,62.026,"East Asia & Pacific","Suva","178.399","-18.1149","Upper middle income","Blend"
"Fiji","FJ","FJI",2023,"","2025-10-07",5736.82886448243,NA,98.540177642079,2.14817440623892,114.32337738187,8.80959428692576,0.836818946839108,57.369,"East Asia & Pacific","Suva","178.399","-18.1149","Upper middle income","Blend"
"Finland","FI","FIN",2022,"","2025-10-07",46016.1492103929,1.54250319910901,144.852462768555,7.12350773301401,96.1977943524903,0.23606130716,NA,60.422,"Europe & Central Asia","Helsinki","24.9525","60.1608","High income","Not classified"
"Finland","FI","FIN",2023,"","2025-10-07",45353.4530466713,-7.37886990298706,142.861724853516,6.25064322154762,93.2891466445733,0.253691361442796,NA,60.275,"Europe & Central Asia","Helsinki","24.9525","60.1608","High income","Not classified"
"Finland","FI","FIN",2020,"","2025-10-07",44690.9801103074,-1.13267747362067,143.122909545898,0.290554555653304,101.738251257472,0.22152961877425,NA,58.849,"Europe & Central Asia","Helsinki","24.9525","60.1608","High income","Not classified"
"Finland","FI","FIN",2015,"","2025-10-07",42560.3456767103,0.171316962039583,150.819213867188,-0.207928839905252,94.9850612773084,0.371089215190768,NA,58.762,"Europe & Central Asia","Helsinki","24.9525","60.1608","High income","Not classified"
"Finland","FI","FIN",2016,"","2025-10-07",43529.6761616969,9.19529932710481,152.471435546875,0.356684500891724,94.7843702628907,0.36057139722048,NA,58.545,"Europe & Central Asia","Helsinki","24.9525","60.1608","High income","Not classified"
"Finland","FI","FIN",2019,"","2025-10-07",45898.5708448954,-1.03925037261949,144.613204956055,1.02409392963425,95.9193855390369,0.315323986798819,NA,59.184,"Europe & Central Asia","Helsinki","24.9525","60.1608","High income","Not classified"
"Finland","FI","FIN",2021,"","2025-10-07",45792.0454180872,1.81711275821839,143.361343383789,2.19457432340004,100.140293611616,0.226819392667527,NA,59.768,"Europe & Central Asia","Helsinki","24.9525","60.1608","High income","Not classified"
"Finland","FI","FIN",2012,"","2025-10-07",43507.9345371578,-0.713162408185028,109.962677001953,2.80833622561575,92.0754773478126,0.653530482924074,NA,59.588,"Europe & Central Asia","Helsinki","24.9525","60.1608","High income","Not classified"
"Finland","FI","FIN",2013,"","2025-10-07",42883.6384986417,-4.26391231101711,145.653442382812,1.47828615688808,93.313414939778,0.39708996013757,NA,59.112,"Europe & Central Asia","Helsinki","24.9525","60.1608","High income","Not classified"
"Finland","FI","FIN",2017,"","2025-10-07",44862.220404205,4.99155776992065,153.583709716797,0.754015047084353,94.0317570514361,0.357816400723322,NA,58.667,"Europe & Central Asia","Helsinki","24.9525","60.1608","High income","Not classified"
"Finland","FI","FIN",2018,"","2025-10-07",45337.2409550575,4.39390266718267,153.651428222656,1.08382098409304,94.8815247622949,0.307100314942122,NA,59.309,"Europe & Central Asia","Helsinki","24.9525","60.1608","High income","Not classified"
"Finland","FI","FIN",2010,"","2025-10-07",43556.5385834368,4.61948098896143,108.609390258789,1.18413523154647,88.1332149861544,0.403437715493871,NA,59.714,"Europe & Central Asia","Helsinki","24.9525","60.1608","High income","Not classified"
"Finland","FI","FIN",2011,"","2025-10-07",44391.4535667984,2.59585885127682,109.248931884766,3.4168075425521,89.5337836128608,0.615781660168776,NA,59.82,"Europe & Central Asia","Helsinki","24.9525","60.1608","High income","Not classified"
"Finland","FI","FIN",2014,"","2025-10-07",42502.4880199858,-2.25518147705336,147.413314819336,1.04119621178439,93.3662043671516,0.390717945282827,NA,58.738,"Europe & Central Asia","Helsinki","24.9525","60.1608","High income","Not classified"
"Fragile and conflict affected situations","F1","FCS",2023,"","2025-10-07",1692.81563382839,NA,47.0949516296387,7.11459205344453,NA,5.00566244799609,NA,63.6986578784917,"Aggregates","","","","Aggregates","Aggregates"
"Fragile and conflict affected situations","F1","FCS",2022,"","2025-10-07",1693.31285629188,NA,47.2565994262695,7.00530945399787,13.8480349728694,4.50867675269941,NA,62.0986212328894,"Aggregates","","","","Aggregates","Aggregates"
"Fragile and conflict affected situations","F1","FCS",2010,"","2025-10-07",1811.48078574662,NA,42.8060913085938,NA,20.9046558269006,2.98215748335048,NA,66.3106545228389,"Aggregates","","","","Aggregates","Aggregates"
"Fragile and conflict affected situations","F1","FCS",2013,"","2025-10-07",1841.3902986378,NA,46.222728729248,4.44648435335714,22.9045064558215,3.00940033512557,NA,65.66285887053,"Aggregates","","","","Aggregates","Aggregates"
"Fragile and conflict affected situations","F1","FCS",2011,"","2025-10-07",1768.82799688443,NA,43.6493911743164,5.03378120470463,20.3544214172714,3.0799146809933,NA,66.1818364985485,"Aggregates","","","","Aggregates","Aggregates"
"Fragile and conflict affected situations","F1","FCS",2020,"","2025-10-07",1700.81574564837,NA,46.512809753418,2.9308718405117,16.4037314865792,4.43999457586594,NA,61.9481233865391,"Aggregates","","","","Aggregates","Aggregates"
"Fragile and conflict affected situations","F1","FCS",2014,"","2025-10-07",1841.24503993054,NA,44.3626899719238,2.43294141599223,21.2550309324067,2.72689609594594,NA,65.3681701468642,"Aggregates","","","","Aggregates","Aggregates"
"Fragile and conflict affected situations","F1","FCS",2018,"","2025-10-07",1829.43249580468,NA,45.3343811035156,3.21453925489093,14.332139704586,5.13193871462811,NA,63.730704045271,"Aggregates","","","","Aggregates","Aggregates"
"Fragile and conflict affected situations","F1","FCS",2021,"","2025-10-07",1704.61803143629,NA,47.081901550293,4.37147715792633,14.975277737994,4.66050580556275,NA,61.6655145941498,"Aggregates","","","","Aggregates","Aggregates"
"Fragile and conflict affected situations","F1","FCS",2015,"","2025-10-07",1815.53207965872,NA,44.572509765625,3.16909796750827,20.2751397637388,4.34909395853705,NA,64.9308722041409,"Aggregates","","","","Aggregates","Aggregates"
"Fragile and conflict affected situations","F1","FCS",2016,"","2025-10-07",1814.04601470785,NA,44.1275482177734,3.78722687618845,21.4660988331239,4.68519656896754,NA,64.5927267874755,"Aggregates","","","","Aggregates","Aggregates"
"Fragile and conflict affected situations","F1","FCS",2012,"","2025-10-07",1822.79460884141,NA,44.7178115844727,5.47829594346121,21.0390527272848,2.93144232313328,NA,65.8218959241205,"Aggregates","","","","Aggregates","Aggregates"
"Fragile and conflict affected situations","F1","FCS",2019,"","2025-10-07",1831.00990291013,NA,45.9021492004395,2.37758732789784,14.4985367211446,4.67665660222746,NA,63.1348539752776,"Aggregates","","","","Aggregates","Aggregates"
"Fragile and conflict affected situations","F1","FCS",2017,"","2025-10-07",1819.90998931539,NA,44.7863807678223,4.25103775087231,19.7244554094326,5.04186003619872,NA,64.1247980265528,"Aggregates","","","","Aggregates","Aggregates"
"France","FR","FRA",2011,"","2025-10-07",36269.9561530888,2.10085665097877,106.610641479492,2.11159795174999,96.6491919516285,0.79926880870415,NA,56.02,"Europe & Central Asia","Paris","2.35097","48.8566","High income","Not classified"
"France","FR","FRA",2018,"","2025-10-07",38062.4435961412,3.50221129348718,103.773330688477,1.85081508315501,104.624051971951,1.02055612218559,NA,55.3,"Europe & Central Asia","Paris","2.35097","48.8566","High income","Not classified"
"France","FR","FRA",2023,"","2025-10-07",39117.4845032233,0.389680641017719,103.962417602539,4.87835726508438,112.730351800876,1.20257764182713,NA,55.642,"Europe & Central Asia","Paris","2.35097","48.8566","High income","Not classified"
"France","FR","FRA",2010,"","2025-10-07",35578.1968010183,1.76296312839948,106.424942016602,1.53112270420927,95.8471452301569,0.751947414384748,NA,56.216,"Europe & Central Asia","Paris","2.35097","48.8566","High income","Not classified"
"France","FR","FRA",2017,"","2025-10-07",37580.5979329356,3.69831403572942,103.756080627441,1.03228275064667,101.617830234188,1.03540167569517,NA,55.258,"Europe & Central Asia","Paris","2.35097","48.8566","High income","Not classified"
"France","FR","FRA",2012,"","2025-10-07",36161.2918253465,-0.251331114481943,105.813583374023,1.95419531613501,96.5785492959372,0.844812031788221,NA,56.226,"Europe & Central Asia","Paris","2.35097","48.8566","High income","Not classified"
"France","FR","FRA",2015,"","2025-10-07",36702.4323733379,0.618787960430382,103.396041870117,0.0375143805125298,94.9454202268228,1.04187015639794,NA,55.621,"Europe & Central Asia","Paris","2.35097","48.8566","High income","Not classified"
"France","FR","FRA",2016,"","2025-10-07",36920.5342846914,2.75891861865721,103.308097839355,0.183334861123829,97.4904687619857,1.03597313185571,NA,55.399,"Europe & Central Asia","Paris","2.35097","48.8566","High income","Not classified"
"France","FR","FRA",2020,"","2025-10-07",35709.2045925926,-5.82910895430754,104.566566467285,0.476498852725014,125.397439701102,1.13234775294505,NA,54.271,"Europe & Central Asia","Paris","2.35097","48.8566","High income","Not classified"
"France","FR","FRA",2013,"","2025-10-07",36256.086680981,-0.547380181716875,104.376602172852,0.863715497861873,95.8769626871841,0.956657791815609,NA,56.27,"Europe & Central Asia","Paris","2.35097","48.8566","High income","Not classified"
"France","FR","FRA",2014,"","2025-10-07",36444.3949089146,-0.396402913371816,103.425827026367,0.507758822937963,93.9159081503646,0.977759523918215,NA,55.764,"Europe & Central Asia","Paris","2.35097","48.8566","High income","Not classified"
"France","FR","FRA",2019,"","2025-10-07",38705.2072940618,4.1100819622536,104.07689666748,1.10825492288292,106.913030586051,1.05640587447827,NA,54.939,"Europe & Central Asia","Paris","2.35097","48.8566","High income","Not classified"
"France","FR","FRA",2022,"","2025-10-07",38881.2230613595,-0.0477779403275065,104.316436767578,5.22236748369736,119.225776567681,1.16988777201364,NA,55.846,"Europe & Central Asia","Paris","2.35097","48.8566","High income","Not classified"
"France","FR","FRA",2021,"","2025-10-07",38030.8571685178,9.73436065873818,104.522842407227,1.64233141038393,120.721909947613,1.10053030062383,NA,55.54,"Europe & Central Asia","Paris","2.35097","48.8566","High income","Not classified"
"French Polynesia","PF","PYF",2017,"","2025-10-07",20287.7685831663,NA,NA,NA,NA,9.96956852779882,NA,55.542,"East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"French Polynesia","PF","PYF",2022,"","2025-10-07",21019.8374847547,NA,NA,NA,NA,10.0016161437945,NA,53.371,"East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"French Polynesia","PF","PYF",2016,"","2025-10-07",19516.0718353276,NA,NA,NA,NA,10.5795203766787,NA,55.761,"East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"French Polynesia","PF","PYF",2021,"","2025-10-07",20163.2925023796,NA,NA,NA,NA,9.45527673639694,NA,53.781,"East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"French Polynesia","PF","PYF",2023,"","2025-10-07",21592.7969445558,NA,NA,NA,NA,9.08372381992482,NA,52.789,"East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"French Polynesia","PF","PYF",2018,"","2025-10-07",20687.4899594195,NA,NA,NA,NA,9.47920251487913,NA,55.253,"East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"French Polynesia","PF","PYF",2014,"","2025-10-07",18928.1858620128,NA,NA,NA,NA,10.7301416028289,NA,56.054,"East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"French Polynesia","PF","PYF",2015,"","2025-10-07",19166.9594761931,NA,NA,NA,NA,10.5950045588165,NA,55.92,"East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"French Polynesia","PF","PYF",2019,"","2025-10-07",21305.5211608622,NA,NA,NA,NA,9.65681538401911,NA,54.918,"East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"French Polynesia","PF","PYF",2013,"","2025-10-07",18930.1268887012,NA,NA,NA,NA,11.135165457296,NA,56.168,"East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"French Polynesia","PF","PYF",2012,"","2025-10-07",18968.4422157904,NA,NA,NA,NA,11.1277590967902,NA,56.264,"East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"French Polynesia","PF","PYF",2010,"","2025-10-07",19913.0252687915,NA,NA,NA,NA,10.6912928665548,NA,56.156,"East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"French Polynesia","PF","PYF",2020,"","2025-10-07",19790.8686331117,NA,NA,NA,NA,10.4319042883246,NA,53.984,"East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"French Polynesia","PF","PYF",2011,"","2025-10-07",19241.6437951625,NA,NA,NA,NA,11.6437140301604,NA,56.212,"East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"Gabon","GA","GAB",2010,"","2025-10-07",6481.49612073562,32.7382838227693,NA,NA,8.20999683204116,0.267376934761293,NA,49.077,"Sub-Saharan Africa","Libreville","9.45162","0.38832","Upper middle income","IBRD"
"Gabon","GA","GAB",2022,"","2025-10-07",6527.48207901861,8.38860436239408,NA,4.23124798274575,NA,NA,NA,51.362,"Sub-Saharan Africa","Libreville","9.45162","0.38832","Upper middle income","IBRD"
"Gabon","GA","GAB",2011,"","2025-10-07",6699.23394606512,20.8893186251493,NA,1.26331707837422,9.52767161179321,0.119669578112614,NA,49.284,"Sub-Saharan Africa","Libreville","9.45162","0.38832","Upper middle income","IBRD"
"Gabon","GA","GAB",2023,"","2025-10-07",6541.69710787282,6.19532237090191,NA,3.62901534185377,NA,NA,NA,51.297,"Sub-Saharan Africa","Libreville","9.45162","0.38832","Upper middle income","IBRD"
"Gabon","GA","GAB",2012,"","2025-10-07",6803.22668079211,12.4243804211533,NA,2.65241828695621,11.3020956739669,0.131542505439663,NA,49.551,"Sub-Saharan Africa","Libreville","9.45162","0.38832","Upper middle income","IBRD"
"Gabon","GA","GAB",2015,"","2025-10-07",7047.12654634355,-15.5879139064836,NA,-0.338795188753388,14.5161472286238,0.128331390945391,NA,50.362,"Sub-Saharan Africa","Libreville","9.45162","0.38832","Upper middle income","IBRD"
"Gabon","GA","GAB",2021,"","2025-10-07",6479.0490069252,12.6803756211759,NA,1.08690746519409,NA,NA,NA,48.597,"Sub-Saharan Africa","Libreville","9.45162","0.38832","Upper middle income","IBRD"
"Gabon","GA","GAB",2016,"","2025-10-07",6991.3251446736,-1.30850512189915,NA,2.10670712784051,13.8289895507558,NA,NA,50.655,"Sub-Saharan Africa","Libreville","9.45162","0.38832","Upper middle income","IBRD"
"Gabon","GA","GAB",2014,"","2025-10-07",6998.60545439576,7.75314236840975,NA,4.69045751826286,14.5417251249117,0.161872140404888,NA,50.091,"Sub-Saharan Africa","Libreville","9.45162","0.38832","Upper middle income","IBRD"
"Gabon","GA","GAB",2019,"","2025-10-07",6817.56879468764,21.515265625486,70.2639966402203,2.46456756151188,13.3764779657931,NA,NA,51.334,"Sub-Saharan Africa","Libreville","9.45162","0.38832","Upper middle income","IBRD"
"Gabon","GA","GAB",2020,"","2025-10-07",6534.27966529444,-16.6688457537459,NA,1.35276110675338,NA,NA,NA,47.947,"Sub-Saharan Africa","Libreville","9.45162","0.38832","Upper middle income","IBRD"
"Gabon","GA","GAB",2017,"","2025-10-07",6840.05959347802,-11.4937810792958,NA,2.65192583143897,10.2903622081637,NA,NA,50.96,"Sub-Saharan Africa","Libreville","9.45162","0.38832","Upper middle income","IBRD"
"Gabon","GA","GAB",2013,"","2025-10-07",6938.25753862236,7.04254058736736,NA,0.505441058915667,15.012821298493,0.0939261213373112,NA,49.811,"Sub-Saharan Africa","Libreville","9.45162","0.38832","Upper middle income","IBRD"
"Gabon","GA","GAB",2018,"","2025-10-07",6724.5961429108,81.6516374259058,NA,4.74906652083221,13.0826930691649,NA,NA,51.214,"Sub-Saharan Africa","Libreville","9.45162","0.38832","Upper middle income","IBRD"
"Gambia, The","GM","GMB",2012,"","2025-10-07",639.139881889048,7.4122951724497,NA,4.25432199813901,10.0796538891506,7.51583724184049,23.2604386536329,47.989,"Sub-Saharan Africa","Banjul","-16.5885","13.4495","Low income","IDA"
"Gambia, The","GM","GMB",2013,"","2025-10-07",638.522368532214,4.50659556609089,NA,5.69912989637384,9.98100085589005,7.98404094128392,20.830941492836,47.998,"Sub-Saharan Africa","Banjul","-16.5885","13.4495","Low income","IDA"
"Gambia, The","GM","GMB",2018,"","2025-10-07",658.127833258563,1.99430386507183,NA,6.52096823946574,7.05226804537001,12.6915888581496,19.6801204275511,47.907,"Sub-Saharan Africa","Banjul","-16.5885","13.4495","Low income","IDA"
"Gambia, The","GM","GMB",2020,"","2025-10-07",670.758642891251,44.0703871729058,NA,5.93127636562442,8.15222243350758,22.9790072609688,25.2583956439869,47.844,"Sub-Saharan Africa","Banjul","-16.5885","13.4495","Low income","IDA"
"Gambia, The","GM","GMB",2021,"","2025-10-07",689.49323955737,-8.72983744390467,107.027125590442,7.37034758876617,8.87544997363302,27.1602920462379,11.2848180137213,47.773,"Sub-Saharan Africa","Banjul","-16.5885","13.4495","Low income","IDA"
"Gambia, The","GM","GMB",2017,"","2025-10-07",628.777299272925,-1.24933852835922,NA,8.03418974545908,6.09221630485146,10.642988781079,24.1318963090858,48.092,"Sub-Saharan Africa","Banjul","-16.5885","13.4495","Low income","IDA"
"Gambia, The","GM","GMB",2011,"","2025-10-07",625.464360270983,-5.26661193387289,NA,4.79588266183109,10.4075521213533,6.4807667406004,22.4035581485361,48.075,"Sub-Saharan Africa","Banjul","-16.5885","13.4495","Low income","IDA"
"Gambia, The","GM","GMB",2010,"","2025-10-07",701.014524591061,11.3648816893117,45.5351409912109,5.04968075857403,9.49108014230579,7.49688597962595,20.2146854118755,47.582,"Sub-Saharan Africa","Banjul","-16.5885","13.4495","Low income","IDA"
"Gambia, The","GM","GMB",2016,"","2025-10-07",615.193365494386,33.4855604588165,NA,7.22879272057924,NA,9.81280254474036,NA,48.176,"Sub-Saharan Africa","Banjul","-16.5885","13.4495","Low income","IDA"
"Gambia, The","GM","GMB",2022,"","2025-10-07",710.686979384658,3.59737643177671,NA,11.5131198380505,9.62022046951909,22.7621227952776,9.35783670888042,47.698,"Sub-Saharan Africa","Banjul","-16.5885","13.4495","Low income","IDA"
"Gambia, The","GM","GMB",2023,"","2025-10-07",727.838723407125,7.65237203449738,NA,16.9742129632327,8.67488373035097,21.4892079645267,4.45329653644134,47.549,"Sub-Saharan Africa","Banjul","-16.5885","13.4495","Low income","IDA"
"Gambia, The","GM","GMB",2019,"","2025-10-07",682.797642940426,28.6429835144586,NA,7.11567625631189,8.2021724578564,15.2086255711844,20.4680865814816,47.76,"Sub-Saharan Africa","Banjul","-16.5885","13.4495","Low income","IDA"
"Gambia, The","GM","GMB",2015,"","2025-10-07",619.536364296461,33.0966532770008,NA,6.80845494579614,NA,11.1787100908889,NA,48.139,"Sub-Saharan Africa","Banjul","-16.5885","13.4495","Low income","IDA"
"Gambia, The","GM","GMB",2014,"","2025-10-07",611.879472952196,1.98905752313219,NA,5.94799935696618,8.8311855558866,11.2058152772073,22.1346787273183,48.186,"Sub-Saharan Africa","Banjul","-16.5885","13.4495","Low income","IDA"
"Georgia","GE","GEO",2018,"","2025-10-07",4713.65354845303,1.88454610521826,111.616827005361,2.6152447139767,59.5296426505115,11.3631244569541,7.37748363204393,63.934,"Europe & Central Asia","Tbilisi","44.793","41.71","Upper middle income","IBRD"
"Georgia","GE","GEO",2017,"","2025-10-07",4442.50744127374,2.93087664053917,109.523203664239,6.03531725272117,55.0710795738851,10.890132380253,3.66225712519531,66.216,"Europe & Central Asia","Tbilisi","44.793","41.71","Upper middle income","IBRD"
"Georgia","GE","GEO",2020,"","2025-10-07",4659.60925318234,-13.0670804006647,108.06699476725,5.2024648897534,79.0645249082048,13.1764161481873,4.63543510413947,63.399,"Europe & Central Asia","Tbilisi","44.793","41.71","Upper middle income","IBRD"
"Georgia","GE","GEO",2022,"","2025-10-07",5736.30449578597,9.88856701480412,103.710205488304,11.8981654203198,63.0726082732066,15.4242760609985,5.10459321971571,63.026,"Europe & Central Asia","Tbilisi","44.793","41.71","Upper middle income","IBRD"
"Georgia","GE","GEO",2015,"","2025-10-07",4086.6223465965,15.2009569344967,106.764155546761,4.00357820695097,48.2300744379272,9.5819813727681,6.74817590936139,68.781,"Europe & Central Asia","Tbilisi","44.793","41.71","Upper middle income","IBRD"
